date_id,order_id,customer_id,channel_id,store_id,address_id,method,status,currency_code,amount
20240131,1000001269,748,1,,2505,GATEWAY,PAID,,14306.64
,1000001270,559,1,,2805,GATEWAY,PENDING,,38552.7
,1000001271,151,2,4.0,4,CASH,FAILED,,16335.0
20240402,1000001272,189,1,,3895,CARD,PAID,,42064.2
20240124,1000001273,1438,1,,2451,CARD,PAID,,19050.0
,1000001274,503,1,,1344,CARD,PENDING,,52320.0
20250528,1000001275,889,1,,3353,CARD,PAID,,31218.0
20250615,1000001276,430,2,2.0,2,CASH,PAID,,57441.12
20241114,1000001277,998,1,,2193,CARD,PAID,,53227.5
,1000001278,612,1,,1805,GATEWAY,FAILED,,26755.2
20250226,1000001279,658,1,,1728,GATEWAY,REFUNDED,,62973.0
20250330,1000001280,44,1,,3969,CARD,PAID,,44324.4
20240210,1000001281,892,1,,3921,CARD,PAID,,76563.72
20240417,1000001282,1360,1,,1335,GATEWAY,PAID,,47754.75
20240313,1000001283,252,1,,3846,CARD,PAID,,19350.0
20250917,1000001284,197,2,1.0,1,CARD,PAID,,156816.0
20240515,1000001285,342,2,2.0,2,CASH,PAID,,16335.0
20240301,1000001286,925,2,1.0,1,TRANSFER,REFUNDED,,43560.0
20250426,1000001287,779,1,,4117,GATEWAY,PAID,,55650.0
20240206,1000001288,285,1,,3076,GATEWAY,PAID,,17472.0
,1000001289,1121,1,,2472,CARD,FAILED,,52927.5
20250929,1000001290,916,1,,1988,CARD,PAID,,36300.0
20240326,1000001291,818,2,2.0,2,CARD,PAID,,32670.0
20241128,1000001292,826,1,,1832,GATEWAY,PAID,,31392.0
20241221,1000001293,1082,1,,3873,GATEWAY,PAID,,29359.2
20240319,1000001294,999,1,,1332,CARD,PAID,,12806.64
20240517,1000001295,488,1,,1863,CARD,PAID,,16441.08
20240224,1000001296,1155,1,,2246,CARD,REFUNDED,,43588.8
20240817,1000001297,1092,2,2.0,2,TRANSFER,PAID,,14520.0
,1000001298,221,1,,2459,CARD,FAILED,,51110.4
,1000001299,865,1,,1635,CARD,FAILED,,43888.8
20250412,1000001300,715,2,1.0,1,CASH,PAID,,17242.5
20240617,1000001301,180,1,,1597,CARD,PAID,,25022.4
20250305,1000001302,650,2,4.0,4,CARD,PAID,,43124.4
20240324,1000001303,208,1,,1145,CARD,PAID,,54261.0
20240224,1000001304,1406,2,3.0,3,CASH,PAID,,76273.56
20241014,1000001305,353,1,,2918,CARD,PAID,,19965.0
,1000001306,1263,1,,1501,CARD,FAILED,,13068.0
,1000001307,1094,2,2.0,2,CARD,PENDING,,11761.2
20240720,1000001308,318,2,4.0,4,CARD,PAID,,31036.5
20240503,1000001309,1257,1,,2986,GATEWAY,PAID,,74190.75
,1000001310,551,2,3.0,3,CARD,FAILED,,34485.0
20240315,1000001311,918,1,,2833,GATEWAY,PAID,,71859.24
20240331,1000001312,800,2,2.0,2,CARD,PAID,,13068.0
20240711,1000001313,1152,1,,3069,GATEWAY,PAID,,54861.0
20240831,1000001314,1471,1,,2937,GATEWAY,PAID,,35985.0
20250909,1000001315,696,1,,3072,CARD,PAID,,33570.0
20240706,1000001316,945,2,1.0,1,TRANSFER,PAID,,35574.0
,1000001317,214,1,,2011,CARD,FAILED,,49551.6
,1000001318,465,1,,1571,GATEWAY,PENDING,,30240.0
20240320,1000001319,998,1,,4042,GATEWAY,PAID,,71704.2
20240810,1000001320,144,1,,1194,GATEWAY,PAID,,19650.0
20241229,1000001321,683,1,,1016,CARD,PAID,,52627.5
20250411,1000001322,937,1,,1380,GATEWAY,PAID,,74293.68
20240626,1000001323,500,1,,3083,GATEWAY,PAID,,35685.0
20240410,1000001324,237,2,4.0,4,CARD,PAID,,91693.8
20240815,1000001325,1371,1,,1863,CARD,PAID,,33570.0
20250407,1000001326,479,1,,4147,GATEWAY,PAID,,62031.54
,1000001327,786,2,2.0,2,CASH,PENDING,,13794.0
20240619,1000001328,1148,2,1.0,1,CASH,PAID,,57717.0
20241113,1000001329,756,2,3.0,3,CASH,REFUNDED,,41382.0
20250927,1000001330,1266,2,2.0,2,TRANSFER,PAID,,13068.0
20240824,1000001331,276,2,3.0,3,CASH,PAID,,34485.0
20250717,1000001332,174,2,2.0,2,CASH,PAID,,65811.9
20250917,1000001333,9,2,2.0,2,CARD,PAID,,54450.0
20240630,1000001334,326,1,,2581,GATEWAY,PAID,,12661.2
20250528,1000001335,1213,2,2.0,2,CASH,PAID,,25613.28
20250914,1000001336,550,2,4.0,4,CARD,PAID,,29882.16
20250201,1000001337,837,2,2.0,2,CASH,PAID,,29040.0
20240103,1000001338,1303,2,1.0,1,CASH,PAID,,46899.6
20250603,1000001339,327,1,,3105,GATEWAY,PAID,,54805.5
,1000001340,1206,2,1.0,1,TRANSFER,PENDING,,14520.0
20240126,1000001341,942,1,,1070,CARD,PAID,,40404.0
20250611,1000001342,379,2,2.0,2,CASH,PAID,,105088.5
20250224,1000001343,186,1,,3774,GATEWAY,PAID,,15420.0
20250608,1000001344,1264,1,,2248,GATEWAY,PAID,,43588.8
20250518,1000001345,1327,2,1.0,1,TRANSFER,PAID,,15972.0
20250216,1000001346,498,1,,2858,GATEWAY,PAID,,14994.0
20241111,1000001347,1439,1,,3311,CARD,PAID,,16446.0
20250518,1000001348,545,2,2.0,2,CASH,PAID,,49821.75
20250514,1000001349,833,1,,2404,CARD,PAID,,40404.0
20240826,1000001350,646,1,,2623,GATEWAY,PAID,,17535.0
20240802,1000001351,732,1,,1779,CARD,PAID,,27636.0
20240702,1000001352,213,1,,2841,CARD,PAID,,65703.0
20250106,1000001353,1365,2,3.0,3,TRANSFER,PAID,,42688.8
20241106,1000001354,545,2,1.0,1,CASH,PAID,,38419.92
,1000001355,821,2,3.0,3,CARD,FAILED,,13068.0
20250428,1000001356,641,2,1.0,1,CASH,PAID,,38115.0
20250222,1000001357,468,1,,1462,GATEWAY,PAID,,71148.0
20241219,1000001358,609,2,2.0,2,CARD,PAID,,95915.49
,1000001359,880,1,,2834,CARD,FAILED,,44460.0
,1000001360,237,1,,2233,GATEWAY,PENDING,,28488.0
20241206,1000001361,506,1,,4013,GATEWAY,PAID,,40704.0
,1000001362,716,1,,1130,CARD,PENDING,,15720.0
20250813,1000001363,1141,1,,1022,GATEWAY,PAID,,39619.92
20250407,1000001364,1492,1,,2172,CARD,PAID,,46638.0
,1000001365,1465,1,,4098,CARD,FAILED,,47454.75
20241201,1000001366,1133,1,,2770,CARD,PAID,,50006.64
20250713,1000001367,1120,1,,4091,CARD,REFUNDED,,40404.0
20240118,1000001368,692,1,,1635,GATEWAY,PAID,,58672.5
20250303,1000001369,1176,1,,1626,GATEWAY,PAID,,41382.0
20250421,1000001370,188,1,,4008,CARD,PAID,,40104.0
20250411,1000001371,700,1,,3815,CARD,PAID,,38443.8
20250402,1000001372,194,2,2.0,2,CASH,PAID,,16335.0
20241229,1000001373,1054,1,,3359,CARD,REFUNDED,,32771.4
,1000001374,993,2,1.0,1,CARD,FAILED,,55974.6
20250324,1000001375,337,1,,2489,CARD,PAID,,70324.8
20240807,1000001376,218,2,2.0,2,CARD,PAID,,12414.6
20240314,1000001377,1456,1,,4130,CARD,PAID,,42688.8
20240929,1000001378,259,2,1.0,1,CARD,PAID,,32670.0
20240708,1000001379,279,2,4.0,4,CARD,PAID,,25874.64
20250517,1000001380,132,1,,3977,CARD,PAID,,19866.75
20240222,1000001381,1250,2,2.0,2,CASH,PAID,,49005.0
20250620,1000001382,1354,2,1.0,1,TRANSFER,PAID,,119245.5
20250821,1000001383,1447,1,,1309,GATEWAY,REFUNDED,,13721.4
20241006,1000001384,995,2,2.0,2,CASH,PAID,,56337.6
20241023,1000001385,755,1,,1715,CARD,PAID,,15720.0
20240802,1000001386,964,1,,3939,CARD,PAID,,19350.0
20240724,1000001387,147,1,,3767,CARD,PAID,,14994.0
20250214,1000001388,1340,2,1.0,1,CARD,PAID,,54754.92
20250502,1000001389,544,1,,2611,GATEWAY,PAID,,13794.0
20250628,1000001390,667,1,,3598,GATEWAY,PAID,,40104.0
,1000001391,1200,2,4.0,4,CARD,FAILED,,43560.0
20240613,1000001392,1251,1,,2328,CARD,PAID,,24722.4
20240827,1000001393,1187,1,,2947,CARD,PAID,,30564.6
20240125,1000001394,1158,2,3.0,3,CASH,REFUNDED,,42688.8
20241004,1000001395,250,1,,4044,CARD,PAID,,55213.88
20241222,1000001396,618,1,,3631,CARD,PAID,,16852.56
20250713,1000001397,1319,2,3.0,3,CASH,PAID,,19057.5
20241110,1000001398,5,2,2.0,2,CARD,PAID,,51455.25
20250201,1000001399,1390,1,,2810,GATEWAY,REFUNDED,,71057.25
20250102,1000001400,761,1,,3327,CARD,PAID,,48054.75
20241201,1000001401,16,2,4.0,4,TRANSFER,PAID,,59604.6
20240729,1000001402,261,1,,1745,CARD,PAID,,15129.6
20250804,1000001403,18,1,,1612,GATEWAY,PAID,,98764.8
20250713,1000001404,1320,1,,3586,GATEWAY,PAID,,50205.0
20240410,1000001405,1010,1,,2336,GATEWAY,PAID,,18687.0
20240329,1000001406,614,2,1.0,1,CASH,PAID,,102583.8
20250426,1000001407,1264,1,,2970,GATEWAY,PAID,,13068.0
20240828,1000001408,1134,1,,1926,CARD,PAID,,31936.5
20250210,1000001409,385,1,,1686,CARD,PAID,,52852.56
20240719,1000001410,235,1,,2708,CARD,PAID,,17835.0
20241108,1000001411,1388,1,,1065,GATEWAY,PAID,,15841.08
20250624,1000001412,398,1,,3711,GATEWAY,PAID,,43888.8
20250713,1000001413,774,1,,3699,GATEWAY,PAID,,17472.0
20250607,1000001414,833,1,,3926,CARD,PAID,,18987.0
20240119,1000001415,195,2,2.0,2,TRANSFER,PAID,,34485.0
20241231,1000001416,355,2,2.0,2,CARD,PAID,,29040.0
20250502,1000001417,1095,2,2.0,2,TRANSFER,REFUNDED,,13794.0
,1000001418,1374,2,2.0,2,CASH,FAILED,,132259.05
20250128,1000001419,1426,1,,1672,CARD,PAID,,38252.7
20240713,1000001420,1226,1,,1300,GATEWAY,PAID,,15294.0
20241216,1000001421,561,1,,3510,CARD,PAID,,58100.25
20240430,1000001422,756,1,,3046,CARD,REFUNDED,,49053.0
20240430,1000001423,418,2,1.0,1,CASH,PAID,,14520.0
20240512,1000001424,1213,1,,1831,GATEWAY,PAID,,50505.0
20241122,1000001425,600,2,3.0,3,TRANSFER,PAID,,30346.8
20240802,1000001426,242,2,3.0,3,CARD,PAID,,60984.0
20241002,1000001427,341,2,1.0,1,CARD,PAID,,43560.0
20250703,1000001428,325,2,1.0,1,CARD,PAID,,76847.1
20240208,1000001429,104,1,,1332,GATEWAY,PAID,,15429.6
20241007,1000001430,1125,2,1.0,1,CASH,PAID,,49005.0
20250803,1000001431,598,1,,3879,GATEWAY,REFUNDED,,101785.2
20250323,1000001432,20,1,,2077,CARD,PAID,,86414.25
20250720,1000001433,656,1,,3396,GATEWAY,PAID,,43560.0
20250930,1000001434,319,2,3.0,3,CASH,PAID,,61129.2
20240229,1000001435,922,2,3.0,3,CASH,PAID,,101549.25
20240406,1000001436,868,2,1.0,1,CARD,PAID,,27588.0
20240531,1000001437,31,2,1.0,1,CARD,PAID,,11761.2
20240109,1000001438,890,2,4.0,4,CARD,PAID,,54450.0
20250623,1000001439,643,1,,3086,GATEWAY,PAID,,18687.0
20241113,1000001440,1110,1,,3184,CARD,PAID,,17235.0
20240918,1000001441,1210,1,,3019,CARD,PAID,,73618.5
,1000001442,1041,2,1.0,1,CASH,FAILED,,29040.0
20240531,1000001443,561,1,,1408,GATEWAY,PAID,,72200.7
,1000001444,812,1,,1164,CARD,FAILED,,14921.4
20241116,1000001445,1219,2,3.0,3,CARD,PAID,,45520.2
20240312,1000001446,1246,2,3.0,3,CASH,PAID,,44286.0
,1000001447,116,1,,1330,CARD,FAILED,,43451.1
20241220,1000001448,204,2,2.0,2,CASH,PAID,,28459.2
20250501,1000001449,116,2,3.0,3,CARD,PAID,,15246.0
20240709,1000001450,491,1,,4147,GATEWAY,PAID,,16746.0
20250823,1000001451,1281,1,,2387,CARD,PAID,,99384.24
20250501,1000001452,384,2,2.0,2,CASH,PAID,,100914.0
20250804,1000001453,595,2,3.0,3,CARD,PAID,,13794.0
20250224,1000001454,185,1,,1028,CARD,PAID,,30748.2
20250719,1000001455,1329,1,,3556,GATEWAY,PAID,,50205.0
20240121,1000001456,458,2,4.0,4,CARD,PAID,,64817.28
20240323,1000001457,711,1,,2011,CARD,PAID,,14568.0
20240212,1000001458,1169,1,,1663,GATEWAY,PAID,,55350.0
20240613,1000001459,1185,1,,2424,GATEWAY,PAID,,67329.0
,1000001460,1042,2,1.0,1,CASH,FAILED,,73507.5
20240219,1000001461,941,2,1.0,1,CASH,PAID,,29882.16
20240710,1000001462,963,2,3.0,3,CARD,PAID,,76484.1
20250209,1000001463,642,1,,2054,CARD,PAID,,59851.2
20240417,1000001464,948,2,1.0,1,CASH,PAID,,81791.16
20240512,1000001465,1356,1,,3262,CARD,PAID,,38743.8
,1000001466,708,1,,3851,GATEWAY,FAILED,,38253.75
20240217,1000001467,841,2,1.0,1,TRANSFER,PAID,,31036.5
20250815,1000001468,1325,2,2.0,2,CARD,PAID,,32307.0
20240105,1000001469,703,1,,1942,GATEWAY,PAID,,14268.0
20240930,1000001470,748,1,,2485,GATEWAY,PAID,,42064.2
20240505,1000001471,1219,2,4.0,4,CARD,PAID,,17787.0
20240326,1000001472,1358,2,1.0,1,CASH,PAID,,54722.25
20240718,1000001473,395,1,,4098,GATEWAY,PAID,,43308.0
20241201,1000001474,536,1,,2598,GATEWAY,PAID,,69018.0
20250617,1000001475,31,2,1.0,1,CARD,PAID,,108900.0
20240103,1000001476,1414,1,,4047,CARD,PAID,,50505.0
20240324,1000001477,963,1,,1263,CARD,PAID,,29659.2
20250807,1000001478,780,1,,3731,CARD,PAID,,41188.08
,1000001479,489,1,,3399,GATEWAY,FAILED,,45738.0
20250421,1000001480,42,2,3.0,3,CASH,REFUNDED,,44921.25
20240413,1000001481,228,2,1.0,1,CASH,PAID,,67881.0
20250215,1000001482,670,1,,3487,CARD,PAID,,29040.0
20240722,1000001483,652,2,2.0,2,CASH,PAID,,48024.9
20240917,1000001484,308,2,1.0,1,CARD,PAID,,78843.6
20241230,1000001485,1094,1,,1939,GATEWAY,REFUNDED,,82401.0
20240709,1000001486,76,2,3.0,3,CARD,PAID,,52272.0
20240818,1000001487,1435,1,,2152,GATEWAY,REFUNDED,,13068.0
20241003,1000001488,703,1,,2939,CARD,PAID,,16852.56
20250731,1000001489,792,2,1.0,1,CARD,PAID,,15972.0
20240517,1000001490,332,1,,4099,GATEWAY,PAID,,13314.6
20250131,1000001491,69,1,,3098,CARD,PAID,,92429.16
20240702,1000001492,311,2,4.0,4,CASH,PAID,,17242.5
20250521,1000001493,724,1,,2770,GATEWAY,PAID,,35203.5
20250718,1000001494,1238,1,,3742,GATEWAY,PAID,,29867.4
20240324,1000001495,488,2,3.0,3,CASH,PAID,,56029.05
20241106,1000001496,1435,2,3.0,3,CARD,PAID,,41382.0
20250502,1000001497,612,2,3.0,3,CASH,PAID,,16335.0
20240224,1000001498,1116,2,3.0,3,CARD,PAID,,39930.0
20240822,1000001499,1496,1,,2736,CARD,PAID,,37137.0
20240130,1000001500,559,2,2.0,2,CARD,PAID,,14483.7
20250101,1000001501,745,2,3.0,3,CASH,PAID,,101277.0
20241213,1000001502,790,1,,1101,GATEWAY,PAID,,66392.7
20240412,1000001503,67,2,4.0,4,CASH,PAID,,14520.0
20250226,1000001504,1029,1,,1398,CARD,PAID,,39204.0
20250823,1000001505,1360,2,1.0,1,TRANSFER,PAID,,49005.0
20250625,1000001506,1366,1,,1131,GATEWAY,PAID,,30240.0
,1000001507,404,1,,3209,CARD,FAILED,,45723.24
20241216,1000001508,102,2,2.0,2,CASH,PAID,,13068.0
20251003,1000001509,1386,1,,4030,CARD,PAID,,37137.0
20240510,1000001510,1026,1,,3193,CARD,PAID,,92385.6
20240731,1000001511,185,1,,4101,CARD,REFUNDED,,30303.0
20240329,1000001512,875,1,,1461,GATEWAY,PAID,,44760.0
,1000001513,1054,2,4.0,4,TRANSFER,PENDING,,27951.0
20250802,1000001514,351,1,,2447,CARD,PAID,,18142.5
20250902,1000001515,1162,1,,2428,CARD,PAID,,44760.0
20241231,1000001516,1237,1,,1965,CARD,PAID,,55650.0
20250907,1000001517,633,2,1.0,1,CASH,PAID,,51455.25
20240908,1000001518,405,1,,1477,CARD,PAID,,50205.0
20241127,1000001519,244,1,,3596,CARD,PAID,,45912.0
20250606,1000001520,1048,2,1.0,1,CASH,REFUNDED,,45865.05
20240608,1000001521,324,2,1.0,1,CASH,PAID,,56628.0
20241122,1000001522,179,1,,2160,CARD,PAID,,43451.1
20241224,1000001523,518,2,4.0,4,TRANSFER,PAID,,45701.7
20250417,1000001524,222,1,,3931,CARD,PAID,,35574.0
20250313,1000001525,1301,1,,1769,GATEWAY,PAID,,18051.75
,1000001526,884,1,,1660,CARD,PENDING,,27636.0
,1000001527,865,2,3.0,3,CASH,PENDING,,41382.0
20240101,1000001528,576,1,,1114,CARD,PAID,,80515.5
20240903,1000001529,642,2,1.0,1,CARD,PAID,,13794.0
,1000001530,1318,1,,3688,CARD,FAILED,,42664.2
20250409,1000001531,1392,1,,2443,GATEWAY,PAID,,50558.4
20240330,1000001532,22,2,3.0,3,CARD,PAID,,36209.25
20250520,1000001533,1086,2,1.0,1,CARD,PAID,,41382.0
20241113,1000001534,995,1,,3418,CARD,PAID,,48233.91
20241113,1000001535,1362,1,,2867,GATEWAY,REFUNDED,,83490.0
20240413,1000001536,1176,2,3.0,3,TRANSFER,PAID,,17787.0
20240828,1000001537,991,2,3.0,3,CARD,PAID,,13068.0
,1000001538,461,2,4.0,4,CARD,PENDING,,30129.0
20250218,1000001539,656,2,4.0,4,CASH,PAID,,39131.4
20240409,1000001540,1327,1,,3586,CARD,PAID,,67329.0
20240530,1000001541,974,2,3.0,3,CARD,PAID,,43560.0
20250304,1000001542,305,1,,1167,GATEWAY,REFUNDED,,52627.5
20250703,1000001543,858,1,,1873,GATEWAY,REFUNDED,,50205.0
20250619,1000001544,1078,1,,2786,CARD,PAID,,67447.5
20240613,1000001545,1382,1,,3371,GATEWAY,PAID,,18442.5
20240111,1000001546,739,2,3.0,3,CARD,PAID,,26136.0
20250617,1000001547,878,1,,2393,CARD,PAID,,46901.7
20250411,1000001548,863,1,,3510,GATEWAY,PAID,,50505.0
20240323,1000001549,504,2,3.0,3,CASH,PAID,,17242.5
,1000001550,810,1,,1798,CARD,FAILED,,33870.0
20250204,1000001551,1339,1,,1084,GATEWAY,PAID,,42688.8
20250123,1000001552,769,1,,2223,GATEWAY,PAID,,44460.0
20240821,1000001553,952,1,,1433,CARD,PAID,,20557.5
20240518,1000001554,389,1,,1830,CARD,REFUNDED,,87294.0
20250824,1000001555,1039,1,,2457,CARD,PAID,,20257.5
20240703,1000001556,91,1,,2541,CARD,PAID,,40104.0
20240622,1000001557,1190,1,,1288,CARD,PAID,,43888.8
20250727,1000001558,762,2,1.0,1,CARD,PAID,,57470.16
20240326,1000001559,520,2,1.0,1,CASH,PAID,,80586.0
20250419,1000001560,604,2,2.0,2,CASH,PAID,,65703.0
,1000001561,1133,1,,3422,CARD,FAILED,,54861.0
20241202,1000001562,1401,1,,1061,GATEWAY,PAID,,64628.28
20240517,1000001563,298,2,1.0,1,CARD,PAID,,29040.0
20250227,1000001564,1104,1,,2083,GATEWAY,PAID,,17208.3
20241106,1000001565,1309,1,,2909,CARD,PAID,,28788.0
20250515,1000001566,483,2,4.0,4,CARD,PAID,,42688.8
20240621,1000001567,208,1,,3338,GATEWAY,PAID,,13068.0
20250913,1000001568,1493,2,4.0,4,CARD,PAID,,42688.8
20240522,1000001569,746,1,,3679,CARD,REFUNDED,,16020.0
20250209,1000001570,1263,1,,3097,CARD,PAID,,33870.0
20250416,1000001571,878,1,,3023,CARD,PAID,,46901.7
20250805,1000001572,625,2,4.0,4,CASH,PAID,,18104.62
20250418,1000001573,1236,1,,1785,CARD,PAID,,34394.25
,1000001574,700,1,,3283,CARD,FAILED,,28488.0
20250410,1000001575,777,1,,1673,GATEWAY,PAID,,18104.62
20240214,1000001576,1341,1,,1938,CARD,PAID,,30240.0
20241023,1000001577,1168,1,,4046,CARD,PAID,,26029.2
20240315,1000001578,715,2,2.0,2,CASH,PAID,,27588.0
20250326,1000001579,26,2,4.0,4,TRANSFER,PAID,,41382.0
,1000001580,1469,1,,2181,GATEWAY,FAILED,,82003.8
20241219,1000001581,783,1,,2570,CARD,PAID,,19350.0
20240907,1000001582,1323,2,1.0,1,CASH,PAID,,16008.3
20250701,1000001583,8,2,4.0,4,CARD,PAID,,84942.0
20241229,1000001584,336,2,2.0,2,CASH,PAID,,91693.8
20240602,1000001585,386,1,,2236,GATEWAY,PAID,,55650.0
20250921,1000001586,1375,2,4.0,4,CASH,PAID,,39204.0
20250615,1000001587,162,1,,3621,GATEWAY,PAID,,42688.8
20240306,1000001588,1203,2,3.0,3,CASH,PAID,,42688.8
20240913,1000001589,835,1,,2739,GATEWAY,PAID,,44324.4
20240318,1000001590,566,2,1.0,1,CARD,PAID,,59459.4
20250212,1000001591,383,1,,2385,CARD,PAID,,33870.0
20240614,1000001592,746,1,,1599,GATEWAY,PAID,,39542.4
,1000001593,383,2,1.0,1,CARD,PENDING,,27588.0
20250926,1000001594,1419,1,,3985,CARD,PAID,,85416.0
20241122,1000001595,1037,2,3.0,3,CASH,REFUNDED,,17242.5
20240126,1000001596,775,2,3.0,3,CASH,REFUNDED,,13068.0
,1000001597,1015,1,,2486,GATEWAY,FAILED,,55513.88
,1000001598,1197,2,1.0,1,CASH,FAILED,,43923.0
20250331,1000001599,773,2,3.0,3,TRANSFER,PAID,,79860.0
20250710,1000001600,413,1,,2084,CARD,PAID,,40031.4
20250828,1000001601,681,1,,3005,CARD,PAID,,67447.5
20250609,1000001602,1425,2,4.0,4,CASH,PAID,,14941.08
20250814,1000001603,394,1,,2799,CARD,PAID,,52927.5
20250618,1000001604,942,2,2.0,2,TRANSFER,PAID,,82455.45
20250607,1000001605,1238,2,2.0,2,CARD,PAID,,85305.0
20250315,1000001606,1045,1,,1164,GATEWAY,PAID,,40104.0
20250519,1000001607,594,2,4.0,4,CARD,PAID,,85377.6
20250521,1000001608,58,1,,2134,CARD,PAID,,18351.75
20250126,1000001609,1008,2,4.0,4,TRANSFER,PAID,,109771.2
20240517,1000001610,1028,2,3.0,3,CARD,PAID,,45534.72
20250505,1000001611,1024,2,4.0,4,CASH,PAID,,43560.0
20241216,1000001612,426,1,,4144,CARD,REFUNDED,,31992.0
20250602,1000001613,90,1,,2430,GATEWAY,PAID,,38552.7
20250913,1000001614,728,1,,1019,CARD,PAID,,46554.75
20240405,1000001615,294,1,,2900,CARD,PAID,,52627.5
20250321,1000001616,200,1,,3586,GATEWAY,PAID,,17208.3
20240304,1000001617,676,2,2.0,2,CASH,PAID,,49005.0
20250228,1000001618,694,1,,3775,GATEWAY,PAID,,61095.0
,1000001619,800,2,4.0,4,CARD,FAILED,,34303.5
20250511,1000001620,1418,1,,4075,GATEWAY,PAID,,14268.0
20240413,1000001621,245,1,,3570,GATEWAY,PAID,,42364.2
20250520,1000001622,441,1,,2268,CARD,PAID,,40404.0
20250312,1000001623,393,1,,2017,CARD,PAID,,101932.5
20250919,1000001624,1428,1,,4182,GATEWAY,PAID,,53227.5
20240705,1000001625,852,1,,1860,GATEWAY,REFUNDED,,53361.0
20240208,1000001626,379,1,,3263,CARD,PAID,,29088.0
20240920,1000001627,653,1,,4151,CARD,PAID,,29659.2
20250713,1000001628,230,1,,2202,GATEWAY,PAID,,46638.0
20250821,1000001629,310,1,,2710,GATEWAY,PAID,,44760.0
,1000001630,689,1,,2247,CARD,FAILED,,16335.0
20240706,1000001631,715,2,2.0,2,CASH,PAID,,27588.0
20250814,1000001632,520,1,,2349,CARD,PAID,,51294.0
20250731,1000001633,896,1,,1085,CARD,PAID,,53227.5
20250714,1000001634,703,1,,1440,CARD,PAID,,55350.0
20241120,1000001635,1365,2,3.0,3,CARD,PAID,,15246.0
20241229,1000001636,746,2,2.0,2,CASH,REFUNDED,,18150.0
20250315,1000001637,789,2,2.0,2,CARD,PAID,,45520.2
20250705,1000001638,77,1,,1057,GATEWAY,PAID,,28788.0
,1000001639,953,1,,3727,GATEWAY,PENDING,,82875.0
20240927,1000001640,515,1,,3990,GATEWAY,REFUNDED,,15420.0
20240829,1000001641,1066,1,,1268,GATEWAY,PAID,,30240.0
20240501,1000001642,1081,1,,1623,CARD,PAID,,93774.6
20241101,1000001643,1232,1,,4034,GATEWAY,PAID,,44351.1
20240714,1000001644,585,2,4.0,4,CASH,PAID,,34485.0
20250327,1000001645,624,2,1.0,1,CASH,PAID,,39930.0
20240319,1000001646,931,2,1.0,1,CARD,PAID,,36300.0
20240724,1000001647,932,1,,1044,GATEWAY,PAID,,37437.0
20240211,1000001648,930,1,,3950,GATEWAY,PAID,,14994.0
20250311,1000001649,1114,2,3.0,3,TRANSFER,PAID,,14229.6
20240113,1000001650,746,1,,2380,CARD,PAID,,46720.2
20250818,1000001651,1306,1,,1279,GATEWAY,PAID,,27588.0
20240111,1000001652,741,1,,1224,CARD,PAID,,27636.0
20250503,1000001653,1305,2,4.0,4,CASH,REFUNDED,,48024.9
,1000001654,435,1,,3626,CARD,FAILED,,42427.2
20241230,1000001655,217,2,2.0,2,CASH,PAID,,35937.0
20250528,1000001656,944,2,3.0,3,CASH,PAID,,70422.0
20241204,1000001657,595,2,1.0,1,CARD,PAID,,28314.0
20240110,1000001658,156,2,2.0,2,CASH,PAID,,26136.0
20250616,1000001659,1323,2,2.0,2,CASH,PAID,,76230.0
,1000001660,1345,1,,3178,GATEWAY,PENDING,,18687.0
20240128,1000001661,860,1,,3176,CARD,PAID,,27636.0
20240724,1000001662,136,2,1.0,1,CARD,PAID,,26136.0
20241003,1000001663,1460,2,1.0,1,CARD,REFUNDED,,58806.0
20241117,1000001664,23,1,,3464,GATEWAY,PAID,,13968.0
20240410,1000001665,258,1,,1724,GATEWAY,PAID,,14994.0
20240219,1000001666,1343,2,4.0,4,CARD,PAID,,53215.8
20240415,1000001667,311,1,,2642,CARD,PAID,,74008.2
20241004,1000001668,662,1,,1496,GATEWAY,PAID,,14568.0
20240516,1000001669,538,2,1.0,1,CASH,PAID,,13068.0
20241012,1000001670,1212,1,,3200,CARD,PAID,,15652.56
,1000001671,282,2,1.0,1,CARD,FAILED,,35574.0
,1000001672,1248,1,,2051,GATEWAY,PENDING,,49905.0
20241107,1000001673,294,2,3.0,3,CARD,PAID,,30346.8
20240328,1000001674,1148,1,,1976,CARD,PAID,,55350.0
20250314,1000001675,475,1,,1368,GATEWAY,PAID,,52927.5
20250830,1000001676,1492,1,,3029,GATEWAY,PAID,,50268.0
20241116,1000001677,1004,1,,3859,CARD,PAID,,44881.08
20250523,1000001678,427,1,,1678,CARD,PAID,,71503.5
20250131,1000001679,1490,1,,3378,GATEWAY,PAID,,45004.5
20241127,1000001680,1403,1,,2814,GATEWAY,PAID,,30167.4
20240412,1000001681,142,1,,3172,CARD,PAID,,29940.0
20250720,1000001682,890,2,3.0,3,CASH,PAID,,43451.1
20241218,1000001683,1265,1,,3861,GATEWAY,PAID,,33144.0
20240305,1000001684,612,1,,3292,GATEWAY,PAID,,57229.05
,1000001685,166,1,,3831,CARD,FAILED,,15518.25
20240602,1000001686,330,2,2.0,2,CASH,PAID,,76484.1
20240626,1000001687,1467,2,3.0,3,TRANSFER,REFUNDED,,19965.0
20250212,1000001688,899,1,,1182,GATEWAY,PAID,,69502.08
20240916,1000001689,728,1,,2569,GATEWAY,PAID,,29959.2
