date_id,order_id,customer_id,channel_id,store_id,address_id,carrier,tracking_number,status,shipping_fee,delivery_days
20241021,1000001060,649,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000001061,1031,2,1.0,1,PICKUP,,CANCELLED,0,
20250524,1000001062,315,1,,1031,Correo Argentino,TRK-YFLPBWTDG6,DELIVERED,0,4.0
20240614,1000001063,1076,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240221,1000001064,1245,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250827,1000001065,679,1,,3701,Correo Argentino,TRK-K8R6DDJDEN,READY,0,2.0
,1000001066,248,1,,1722,Correo Argentino,,CANCELLED,0,
20240504,1000001067,958,1,,2501,Correo Argentino,TRK-97YSLTDNQD,DELIVERED,0,2.0
,1000001068,740,2,4.0,4,PICKUP,,CANCELLED,0,
20250313,1000001069,800,1,,1940,Correo Argentino,TRK-J7IVK0GOOH,DELIVERED,0,2.0
20250330,1000001070,1427,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240708,1000001071,1379,1,,2253,Correo Argentino,TRK-7WA9JZXA55,DELIVERED,0,5.0
20250317,1000001072,54,1,,3165,Correo Argentino,TRK-GJE81DQE8U,READY,0,4.0
20240627,1000001073,66,1,,1358,Correo Argentino,TRK-BHIQ61KJR4,READY,0,4.0
20240210,1000001074,447,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250111,1000001075,1351,1,,3661,Correo Argentino,TRK-VF5HWDA7WC,SHIPPED,0,6.0
20240603,1000001076,161,1,,3376,Correo Argentino,TRK-C8MBQTUV2R,DELIVERED,0,7.0
20241122,1000001077,545,1,,1274,Correo Argentino,TRK-8H0O5IAE83,DELIVERED,0,7.0
20250212,1000001078,1248,1,,3070,Correo Argentino,TRK-1MGQYOJP5P,DELIVERED,0,3.0
,1000001079,513,2,3.0,3,PICKUP,,CANCELLED,0,
20241217,1000001080,397,1,,1276,Correo Argentino,TRK-SIVZB2SUP0,DELIVERED,0,5.0
20240114,1000001081,1015,1,,2223,Correo Argentino,TRK-TR9YBC06DR,DELIVERED,0,5.0
,1000001082,1200,1,,3456,Correo Argentino,,CANCELLED,0,
20240202,1000001083,23,1,,2018,Correo Argentino,TRK-Y8H7UTUTZM,DELIVERED,0,5.0
20241009,1000001084,1029,1,,1884,Correo Argentino,TRK-SBYI47PCNU,DELIVERED,0,3.0
20240221,1000001085,819,1,,1501,Correo Argentino,TRK-C2MG5R7XIV,DELIVERED,0,2.0
20240430,1000001086,494,1,,3746,Correo Argentino,TRK-GE6KRSIIKI,DELIVERED,0,5.0
20250823,1000001087,1406,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000001088,1177,1,,2754,Correo Argentino,,CANCELLED,0,
20250922,1000001089,1234,1,,1082,Correo Argentino,TRK-JL2VX7RPG2,DELIVERED,0,4.0
20250915,1000001090,520,1,,3292,Correo Argentino,TRK-4BR3RNXXII,DELIVERED,0,4.0
20241011,1000001091,810,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20241220,1000001092,468,1,,2802,Correo Argentino,TRK-LP8UW1U8DA,DELIVERED,0,7.0
20250327,1000001093,1331,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250418,1000001094,145,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20250331,1000001095,39,1,,3726,Correo Argentino,TRK-DFZL5JS3F0,DELIVERED,0,3.0
20240127,1000001096,175,1,,2319,Correo Argentino,TRK-4O6YI8B8MC,DELIVERED,0,5.0
20240418,1000001097,276,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240721,1000001098,1054,1,,1711,Correo Argentino,TRK-DHSUDFLPSG,DELIVERED,0,2.0
20250610,1000001099,690,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250720,1000001100,828,1,,1198,Correo Argentino,TRK-3O5TKUDWQ5,DELIVERED,0,3.0
20240329,1000001101,302,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240708,1000001102,604,1,,3491,Correo Argentino,TRK-CRCM4RNRUG,DELIVERED,0,3.0
20240207,1000001103,298,1,,2871,Correo Argentino,TRK-RUBHVNJTPQ,DELIVERED,0,3.0
20250702,1000001104,887,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20241207,1000001105,1083,1,,3253,Correo Argentino,TRK-BOAROE2WBI,DELIVERED,0,5.0
20241104,1000001106,859,1,,3616,Correo Argentino,TRK-DWGUVUFXFL,DELIVERED,0,5.0
20240824,1000001107,220,2,4.0,4,PICKUP,,DELIVERED,0,1.0
,1000001108,774,2,2.0,2,PICKUP,,CANCELLED,0,
20240804,1000001109,547,1,,2599,Correo Argentino,TRK-PY99DM4OFW,DELIVERED,0,2.0
20240725,1000001110,1127,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20250309,1000001111,839,1,,2115,Correo Argentino,TRK-RNRMEPSV6T,DELIVERED,0,4.0
20250723,1000001112,771,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250506,1000001113,1296,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20250423,1000001114,447,1,,3970,Correo Argentino,TRK-1GSMX74XUT,DELIVERED,0,3.0
20240605,1000001115,158,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250807,1000001116,1169,1,,1826,Correo Argentino,TRK-P6MCMNNK6A,DELIVERED,0,2.0
20250614,1000001117,1010,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20250128,1000001118,758,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240216,1000001119,974,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250518,1000001120,978,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240313,1000001121,447,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240823,1000001122,660,1,,2537,Correo Argentino,TRK-R5I1SOK4KJ,DELIVERED,0,5.0
20241010,1000001123,918,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250419,1000001124,1015,1,,3593,Correo Argentino,TRK-G906ZE50KW,DELIVERED,0,3.0
20250804,1000001125,641,1,,1217,Correo Argentino,TRK-3EVPZZB25W,SHIPPED,0,6.0
20241118,1000001126,1184,1,,1079,Correo Argentino,TRK-R2ZC0X8OGR,DELIVERED,0,3.0
20241012,1000001127,1355,1,,3872,Correo Argentino,TRK-CPG590WBKP,DELIVERED,0,5.0
20241026,1000001128,1399,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20241005,1000001129,333,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20250913,1000001130,214,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250326,1000001131,1010,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250306,1000001132,531,2,2.0,2,PICKUP,,READY,0,1.0
20250521,1000001133,232,1,,2832,Correo Argentino,TRK-YVIZUUV5XH,DELIVERED,0,3.0
20250929,1000001134,545,1,,1370,Correo Argentino,TRK-7F139FX1PA,DELIVERED,0,3.0
20240414,1000001135,414,1,,2633,Correo Argentino,TRK-OO20W4FKE9,DELIVERED,0,2.0
20241115,1000001136,14,1,,4105,Correo Argentino,TRK-FGP9RJOZG4,DELIVERED,0,3.0
20250619,1000001137,1059,1,,1317,Correo Argentino,TRK-KATZ4L48X9,SHIPPED,0,3.0
20240915,1000001138,1008,1,,2756,Correo Argentino,TRK-ZFY96P5WPE,SHIPPED,0,5.0
20240804,1000001139,1470,1,,3086,Correo Argentino,TRK-T1R9GGSPAJ,DELIVERED,0,5.0
20250104,1000001140,146,1,,2640,Correo Argentino,TRK-F2UM8HE9E5,DELIVERED,0,2.0
20250626,1000001141,365,1,,1515,Correo Argentino,TRK-N2ZQ7Q5XCB,DELIVERED,0,6.0
20250209,1000001142,1098,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250819,1000001143,1146,1,,1030,Correo Argentino,TRK-M3R3MFZK85,DELIVERED,0,5.0
20250705,1000001144,1109,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250912,1000001145,308,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20250726,1000001146,578,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250624,1000001147,697,1,,3465,Correo Argentino,TRK-O7PWPX7QA7,READY,0,4.0
20250130,1000001148,110,1,,1515,Correo Argentino,TRK-MTX8XLVKWK,DELIVERED,0,4.0
20241130,1000001149,427,1,,3612,Correo Argentino,TRK-3AK1OPDSN5,DELIVERED,0,3.0
20240420,1000001150,695,1,,2216,Correo Argentino,TRK-305PURQ5WN,DELIVERED,0,3.0
,1000001151,493,1,,1423,Correo Argentino,,CANCELLED,0,
20241004,1000001152,776,1,,1431,Correo Argentino,TRK-4CEZDJJFNF,SHIPPED,0,4.0
20240228,1000001153,1278,1,,1018,Correo Argentino,TRK-Z652AUVIP0,DELIVERED,0,4.0
20250101,1000001154,297,1,,3635,Correo Argentino,TRK-KLYY55HUHR,DELIVERED,0,3.0
20240522,1000001155,1455,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20241010,1000001156,728,1,,1490,Correo Argentino,TRK-D7186PMD2Q,DELIVERED,0,5.0
20250511,1000001157,62,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240717,1000001158,1071,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250824,1000001159,880,1,,3292,Correo Argentino,TRK-G7BWOF95MB,DELIVERED,0,4.0
20240416,1000001160,77,1,,3512,Correo Argentino,TRK-9OQAGRWGUO,SHIPPED,0,5.0
20240420,1000001161,1138,1,,1705,Correo Argentino,TRK-PNWYOLJ42P,DELIVERED,0,2.0
20250318,1000001162,1500,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240411,1000001163,688,1,,2717,Correo Argentino,TRK-WHH5E3S5QJ,DELIVERED,0,3.0
20240118,1000001164,598,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240225,1000001165,477,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20241217,1000001166,936,1,,2667,Correo Argentino,TRK-DRUBQ7YX50,DELIVERED,0,3.0
20240717,1000001167,244,1,,3520,Correo Argentino,TRK-CX2FV2OF6X,DELIVERED,0,5.0
20250220,1000001168,1360,1,,2253,Correo Argentino,TRK-3BQOQR7GYS,SHIPPED,0,2.0
20240413,1000001169,449,1,,2344,Correo Argentino,TRK-HLYCG6NE45,DELIVERED,0,5.0
20240807,1000001170,659,2,4.0,4,PICKUP,,DELIVERED,0,1.0
,1000001171,457,2,2.0,2,PICKUP,,CANCELLED,0,
20250623,1000001172,136,1,,2124,Correo Argentino,TRK-ZG5XNBYWPE,DELIVERED,0,2.0
20250717,1000001173,1171,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250114,1000001174,171,1,,3276,Correo Argentino,TRK-HHVPAKEA3M,SHIPPED,0,5.0
,1000001175,425,1,,3381,Correo Argentino,,CANCELLED,0,
20250528,1000001176,333,1,,3464,Correo Argentino,TRK-JW87SZZMTV,SHIPPED,0,3.0
20240914,1000001177,1466,1,,1960,Correo Argentino,TRK-TPH61ITBTR,DELIVERED,0,2.0
20240303,1000001178,336,1,,1516,Correo Argentino,TRK-QNQPIF6EYY,DELIVERED,0,5.0
20250622,1000001179,1296,1,,2486,Correo Argentino,TRK-5QAXNZIW3K,DELIVERED,0,3.0
20240821,1000001180,514,1,,3010,Correo Argentino,TRK-7RYEUBHS15,DELIVERED,0,4.0
20250216,1000001181,951,1,,3518,Correo Argentino,TRK-7TWI8HYRYI,DELIVERED,0,3.0
20240910,1000001182,1126,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240706,1000001183,802,1,,2238,Correo Argentino,TRK-HQ46VVDRUA,DELIVERED,0,2.0
20250327,1000001184,1382,1,,3701,Correo Argentino,TRK-TPBRWLYU9R,SHIPPED,0,2.0
20241115,1000001185,1142,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240202,1000001186,1408,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250304,1000001187,61,1,,2773,Correo Argentino,TRK-SBMK9AL7TN,DELIVERED,0,5.0
20250807,1000001188,239,1,,2938,Correo Argentino,TRK-AX5ATOMFFK,DELIVERED,0,3.0
20240504,1000001189,304,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240423,1000001190,133,1,,2620,Correo Argentino,TRK-SVQUWJHUSR,SHIPPED,0,2.0
20250126,1000001191,1280,1,,4049,Correo Argentino,TRK-ZQCLO8L5KB,DELIVERED,0,2.0
20250124,1000001192,687,1,,2996,Correo Argentino,TRK-1I9695R4FM,DELIVERED,0,4.0
20240923,1000001193,577,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240413,1000001194,1414,1,,1640,Correo Argentino,TRK-B4K53NVXRY,SHIPPED,0,2.0
20240527,1000001195,286,1,,1421,Correo Argentino,TRK-TB8TVD9SUT,DELIVERED,0,3.0
,1000001196,675,2,3.0,3,PICKUP,,CANCELLED,0,
20250312,1000001197,775,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250208,1000001198,1224,1,,3669,Correo Argentino,TRK-21WISH6IFA,DELIVERED,0,2.0
20241212,1000001199,822,1,,2417,Correo Argentino,TRK-KEHKC352F1,DELIVERED,0,5.0
20240502,1000001200,839,1,,3630,Correo Argentino,TRK-2HMY63ADSO,DELIVERED,0,2.0
20240131,1000001201,353,1,,2664,Correo Argentino,TRK-9U81MCHIKJ,READY,0,4.0
20250729,1000001202,779,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20241103,1000001203,1317,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20241231,1000001204,1247,1,,3006,Correo Argentino,TRK-G4C1ARR5TG,DELIVERED,0,2.0
20250821,1000001205,1315,1,,1587,Correo Argentino,TRK-ZDT1NMIHIE,DELIVERED,0,7.0
,1000001206,820,2,3.0,3,PICKUP,,CANCELLED,0,
20240729,1000001207,633,1,,1250,Correo Argentino,TRK-92S9QGD9EH,DELIVERED,0,2.0
20240129,1000001208,187,1,,3671,Correo Argentino,TRK-JKW0RFG01H,SHIPPED,0,4.0
20241119,1000001209,1443,1,,2124,Correo Argentino,TRK-5QHY0WNSB7,SHIPPED,0,5.0
20250619,1000001210,1225,1,,3758,Correo Argentino,TRK-7EAF5NIU9W,DELIVERED,0,5.0
20250624,1000001211,1092,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240317,1000001212,193,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240225,1000001213,184,1,,3094,Correo Argentino,TRK-FF090983V5,DELIVERED,0,5.0
20240413,1000001214,1356,1,,1801,Correo Argentino,TRK-OFVHDVMWY6,DELIVERED,0,3.0
20250928,1000001215,167,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240705,1000001216,215,1,,4146,Correo Argentino,TRK-WKV3I4BCQ6,DELIVERED,0,3.0
20250521,1000001217,416,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240920,1000001218,1312,1,,4127,Correo Argentino,TRK-U10IZEWBOS,DELIVERED,0,5.0
20241005,1000001219,352,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250429,1000001220,700,1,,2680,Correo Argentino,TRK-FLVWUL6RL9,SHIPPED,0,4.0
,1000001221,608,1,,3203,Correo Argentino,,CANCELLED,0,
20250403,1000001222,529,1,,4044,Correo Argentino,TRK-MBX1UYSBFO,DELIVERED,0,3.0
20250225,1000001223,980,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20241125,1000001224,825,1,,1824,Correo Argentino,TRK-XLWNG9J4YX,DELIVERED,0,4.0
20240227,1000001225,470,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20241126,1000001226,590,1,,3096,Correo Argentino,TRK-3VFJ02LVRZ,DELIVERED,0,4.0
,1000001227,449,1,,3425,Correo Argentino,,CANCELLED,0,
20240328,1000001228,814,1,,2869,Correo Argentino,TRK-8DY3PW3V7Q,DELIVERED,0,5.0
20240414,1000001229,638,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240329,1000001230,747,1,,1179,Correo Argentino,TRK-4IN9HG9OZG,DELIVERED,0,6.0
20250902,1000001231,932,2,3.0,3,PICKUP,,SHIPPED,0,1.0
20250903,1000001232,541,1,,3794,Correo Argentino,TRK-73OE0OT6N9,SHIPPED,0,3.0
20250118,1000001233,517,1,,1604,Correo Argentino,TRK-GTUFEM2JYL,SHIPPED,0,4.0
20240915,1000001234,1119,1,,1082,Correo Argentino,TRK-F4SWR48TF3,DELIVERED,0,3.0
20250316,1000001235,549,1,,2337,Correo Argentino,TRK-50W3RZYQX0,DELIVERED,0,2.0
,1000001236,774,2,2.0,2,PICKUP,,CANCELLED,0,
20250612,1000001237,1293,1,,3744,Correo Argentino,TRK-5MKCC0450X,DELIVERED,0,2.0
20250523,1000001238,1301,1,,4011,Correo Argentino,TRK-UOF7F8T3KI,DELIVERED,0,2.0
20250831,1000001239,460,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240319,1000001240,658,1,,1398,Correo Argentino,TRK-IXOYXN4JAA,DELIVERED,0,4.0
,1000001241,1370,2,3.0,3,PICKUP,,CANCELLED,0,
,1000001242,299,1,,3628,Correo Argentino,,CANCELLED,0,
20250218,1000001243,122,1,,3687,Correo Argentino,TRK-3QAOPKSS9A,DELIVERED,0,3.0
20240606,1000001244,1413,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20250607,1000001245,235,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20240622,1000001246,880,1,,3209,Correo Argentino,TRK-H399IWZGK8,DELIVERED,0,4.0
20240629,1000001247,1116,1,,1400,Correo Argentino,TRK-5BF3KSCNLH,DELIVERED,0,3.0
20241014,1000001248,920,1,,1660,Correo Argentino,TRK-RWNIE7YVL5,DELIVERED,0,4.0
20250305,1000001249,934,1,,2720,Correo Argentino,TRK-EJ5MHWWQXY,DELIVERED,0,7.0
20240128,1000001250,184,1,,2979,Correo Argentino,TRK-INT2TC8YBO,DELIVERED,0,2.0
20241125,1000001251,1401,1,,1766,Correo Argentino,TRK-AY0RSG5U3H,DELIVERED,0,4.0
20250528,1000001252,1257,1,,1589,Correo Argentino,TRK-0QTA9X7V1F,DELIVERED,0,2.0
20240926,1000001253,1360,1,,3741,Correo Argentino,TRK-63YRXK65AW,DELIVERED,0,2.0
20240404,1000001254,63,1,,2152,Correo Argentino,TRK-H0ODOR9AAC,DELIVERED,0,2.0
20250715,1000001255,767,1,,1992,Correo Argentino,TRK-OWE5ESAGKA,DELIVERED,0,3.0
20250115,1000001256,677,1,,3274,Correo Argentino,TRK-C5BFV2KGGH,DELIVERED,0,5.0
20240608,1000001257,446,1,,1247,Correo Argentino,TRK-D9AZIWEIRK,SHIPPED,0,3.0
20240710,1000001258,15,1,,2012,Correo Argentino,TRK-J5IR1WL2I4,DELIVERED,0,2.0
20240702,1000001259,1207,1,,2823,Correo Argentino,TRK-X2FFB3XO76,DELIVERED,0,3.0
20241012,1000001260,721,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240416,1000001261,142,1,,3534,Correo Argentino,TRK-49EKYK7YQ5,DELIVERED,0,4.0
20240726,1000001262,570,1,,3764,Correo Argentino,TRK-DPKB11FM1O,DELIVERED,0,2.0
,1000001263,1111,2,1.0,1,PICKUP,,CANCELLED,0,
20240423,1000001264,1226,1,,1701,Correo Argentino,TRK-VYUIU3XMVQ,SHIPPED,0,4.0
20250925,1000001265,165,1,,3240,Correo Argentino,TRK-C80HLROB93,DELIVERED,0,5.0
,1000001266,60,2,2.0,2,PICKUP,,CANCELLED,0,
20240711,1000001267,293,1,,2902,Correo Argentino,TRK-9MCJ1MK92X,DELIVERED,0,3.0
20250227,1000001268,385,1,,1742,Correo Argentino,TRK-K98Q89FYCY,DELIVERED,0,3.0
20240129,1000001269,748,1,,2505,Correo Argentino,TRK-E93ZMXO4NI,DELIVERED,0,5.0
20241106,1000001270,559,1,,2805,Correo Argentino,TRK-SI91XRLGWC,READY,0,5.0
,1000001271,151,2,4.0,4,PICKUP,,CANCELLED,0,
20240402,1000001272,189,1,,3895,Correo Argentino,TRK-O9MAWOBPKA,DELIVERED,0,2.0
20240125,1000001273,1438,1,,2451,Correo Argentino,TRK-I174LXZ1MF,DELIVERED,0,2.0
20240609,1000001274,503,1,,1344,Correo Argentino,TRK-LV01B2EAJP,READY,0,2.0
20250528,1000001275,889,1,,3353,Correo Argentino,TRK-7JOA9WAPHI,DELIVERED,0,5.0
20250614,1000001276,430,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20241112,1000001277,998,1,,2193,Correo Argentino,TRK-O4XPCZ07AH,DELIVERED,0,5.0
,1000001278,612,1,,1805,Correo Argentino,,CANCELLED,0,
20250225,1000001279,658,1,,1728,Correo Argentino,TRK-XNJ01V1PJZ,DELIVERED,0,3.0
20250328,1000001280,44,1,,3969,Correo Argentino,TRK-FFOUF1H06W,DELIVERED,0,2.0
20240209,1000001281,892,1,,3921,Correo Argentino,TRK-536H4VJXOT,DELIVERED,0,4.0
20240416,1000001282,1360,1,,1335,Correo Argentino,TRK-RN6BMXQRHK,DELIVERED,0,3.0
20240314,1000001283,252,1,,3846,Correo Argentino,TRK-8Q37MB2XHY,DELIVERED,0,2.0
20250915,1000001284,197,2,1.0,1,PICKUP,,SHIPPED,0,1.0
20240514,1000001285,342,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240229,1000001286,925,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250425,1000001287,779,1,,4117,Correo Argentino,TRK-VOHAJ3YVSI,SHIPPED,0,5.0
20240205,1000001288,285,1,,3076,Correo Argentino,TRK-CFC4VG9Z2A,SHIPPED,0,7.0
,1000001289,1121,1,,2472,Correo Argentino,,CANCELLED,0,
20250929,1000001290,916,1,,1988,Correo Argentino,TRK-KW1AAKNCME,DELIVERED,0,5.0
20240326,1000001291,818,2,2.0,2,PICKUP,,SHIPPED,0,1.0
20241129,1000001292,826,1,,1832,Correo Argentino,TRK-HW7W0K26BP,DELIVERED,0,5.0
20241221,1000001293,1082,1,,3873,Correo Argentino,TRK-ADL7GEW1E6,DELIVERED,0,7.0
20240320,1000001294,999,1,,1332,Correo Argentino,TRK-ZF1YHC41O5,DELIVERED,0,4.0
20240517,1000001295,488,1,,1863,Correo Argentino,TRK-WI7G3C36F5,DELIVERED,0,5.0
20240223,1000001296,1155,1,,2246,Correo Argentino,TRK-D4MK8456M8,DELIVERED,0,6.0
20240815,1000001297,1092,2,2.0,2,PICKUP,,DELIVERED,0,1.0
,1000001298,221,1,,2459,Correo Argentino,,CANCELLED,0,
,1000001299,865,1,,1635,Correo Argentino,,CANCELLED,0,
20250410,1000001300,715,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20240617,1000001301,180,1,,1597,Correo Argentino,TRK-UGRT1ERK3S,SHIPPED,0,4.0
20250303,1000001302,650,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240324,1000001303,208,1,,1145,Correo Argentino,TRK-EL873QEO7P,DELIVERED,0,5.0
20240221,1000001304,1406,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20241014,1000001305,353,1,,2918,Correo Argentino,TRK-KXN90TPZK3,DELIVERED,0,2.0
,1000001306,1263,1,,1501,Correo Argentino,,CANCELLED,0,
20240911,1000001307,1094,2,2.0,2,PICKUP,,READY,0,1.0
20240719,1000001308,318,2,4.0,4,PICKUP,,SHIPPED,0,1.0
20240501,1000001309,1257,1,,2986,Correo Argentino,TRK-LD2PZ2LX6E,DELIVERED,0,4.0
,1000001310,551,2,3.0,3,PICKUP,,CANCELLED,0,
20240313,1000001311,918,1,,2833,Correo Argentino,TRK-SVDRPS9M0F,SHIPPED,0,4.0
20240329,1000001312,800,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240712,1000001313,1152,1,,3069,Correo Argentino,TRK-076X6HJGNZ,DELIVERED,0,5.0
20240831,1000001314,1471,1,,2937,Correo Argentino,TRK-ZC4Q3S1J4V,DELIVERED,0,5.0
20250910,1000001315,696,1,,3072,Correo Argentino,TRK-J3I7E4TI3I,SHIPPED,0,7.0
20240706,1000001316,945,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000001317,214,1,,2011,Correo Argentino,,CANCELLED,0,
20241020,1000001318,465,1,,1571,Correo Argentino,TRK-VWOBRUJ1H1,READY,0,3.0
20240318,1000001319,998,1,,4042,Correo Argentino,TRK-HCJOJZ5K9I,DELIVERED,0,4.0
20240810,1000001320,144,1,,1194,Correo Argentino,TRK-I3OE9VU90Z,DELIVERED,0,3.0
20241230,1000001321,683,1,,1016,Correo Argentino,TRK-8ERTMCQHM3,DELIVERED,0,5.0
20250411,1000001322,937,1,,1380,Correo Argentino,TRK-T6E37TD542,DELIVERED,0,4.0
20240626,1000001323,500,1,,3083,Correo Argentino,TRK-5IA23O40A9,DELIVERED,0,2.0
20240410,1000001324,237,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20240815,1000001325,1371,1,,1863,Correo Argentino,TRK-Z4I6R81P04,DELIVERED,0,4.0
20250407,1000001326,479,1,,4147,Correo Argentino,TRK-YQNCF06LHU,DELIVERED,0,5.0
20250509,1000001327,786,2,2.0,2,PICKUP,,READY,0,1.0
20240618,1000001328,1148,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20241112,1000001329,756,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250927,1000001330,1266,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240822,1000001331,276,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20250716,1000001332,174,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250915,1000001333,9,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240628,1000001334,326,1,,2581,Correo Argentino,TRK-ZCS1OZFSRA,DELIVERED,0,2.0
20250528,1000001335,1213,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250912,1000001336,550,2,4.0,4,PICKUP,,DELIVERED,0,1.0
20250201,1000001337,837,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20240103,1000001338,1303,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250602,1000001339,327,1,,3105,Correo Argentino,TRK-G86WFYTJU0,DELIVERED,0,3.0
20250408,1000001340,1206,2,1.0,1,PICKUP,,READY,0,1.0
20240125,1000001341,942,1,,1070,Correo Argentino,TRK-ZY8B3JSO8L,SHIPPED,0,3.0
20250609,1000001342,379,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250224,1000001343,186,1,,3774,Correo Argentino,TRK-EG3KX0H9DR,DELIVERED,0,2.0
20250607,1000001344,1264,1,,2248,Correo Argentino,TRK-ZCFNKLXJHS,DELIVERED,0,2.0
20250516,1000001345,1327,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250217,1000001346,498,1,,2858,Correo Argentino,TRK-2SBJHWNLCW,DELIVERED,0,5.0
20241110,1000001347,1439,1,,3311,Correo Argentino,TRK-MYJB939XX9,DELIVERED,0,3.0
20250515,1000001348,545,2,2.0,2,PICKUP,,DELIVERED,0,1.0
20250514,1000001349,833,1,,2404,Correo Argentino,TRK-MMZDJDK7ZT,SHIPPED,0,4.0
20240826,1000001350,646,1,,2623,Correo Argentino,TRK-XTB0Z6MU2O,SHIPPED,0,2.0
20240731,1000001351,732,1,,1779,Correo Argentino,TRK-VBUQIQMN2W,DELIVERED,0,2.0
20240630,1000001352,213,1,,2841,Correo Argentino,TRK-WR8H22SN5Q,DELIVERED,0,5.0
20250104,1000001353,1365,2,3.0,3,PICKUP,,DELIVERED,0,1.0
20241104,1000001354,545,2,1.0,1,PICKUP,,DELIVERED,0,1.0
,1000001355,821,2,3.0,3,PICKUP,,CANCELLED,0,
20250426,1000001356,641,2,1.0,1,PICKUP,,DELIVERED,0,1.0
20250221,1000001357,468,1,,1462,Correo Argentino,TRK-HC8I7B15TR,DELIVERED,0,3.0
20241218,1000001358,609,2,2.0,2,PICKUP,,SHIPPED,0,1.0
