date_id,full_date,year,quarter,month,month_name,day,weekday
20240517,2024-05-17 01:06:47,2024,2,5,May,17,4
20250130,2025-01-30 21:09:03,2025,1,1,January,30,3
20240701,2024-07-01 13:29:31,2024,3,7,July,1,0
20250520,2025-05-20 00:05:59,2025,2,5,May,20,1
20250717,2025-07-17 06:41:02,2025,3,7,July,17,3
20240323,2024-03-23 14:42:28,2024,1,3,March,23,5
20241106,2024-11-06 03:09:21,2024,4,11,November,6,2
20250430,2025-04-30 06:34:05,2025,2,4,April,30,2
20240222,2024-02-22 05:30:47,2024,1,2,February,22,3
20240822,2024-08-22 17:07:58,2024,3,8,August,22,3
20240127,2024-01-27 19:27:13,2024,1,1,January,27,5
20241231,2024-12-31 04:28:59,2024,4,12,December,31,1
20241210,2024-12-10 18:12:56,2024,4,12,December,10,1
20240410,2024-04-10 07:45:23,2024,2,4,April,10,2
20250224,2025-02-24 21:30:55,2025,1,2,February,24,0
20250821,2025-08-21 18:57:51,2025,3,8,August,21,3
20250623,2025-06-23 05:37:27,2025,2,6,June,23,0
20250219,2025-02-19 22:25:47,2025,1,2,February,19,2
20241215,2024-12-15 20:56:25,2024,4,12,December,15,6
20250930,2025-09-30 15:18:09,2025,3,9,September,30,1
20240510,2024-05-10 00:16:54,2024,2,5,May,10,4
20240730,2024-07-30 13:22:23,2024,3,7,July,30,1
20240327,2024-03-27 09:03:02,2024,1,3,March,27,2
20250601,2025-06-01 23:36:43,2025,2,6,June,1,6
20250730,2025-07-30 19:11:25,2025,3,7,July,30,2
20250831,2025-08-31 03:18:32,2025,3,8,August,31,6
20241231,2024-12-31 05:40:36,2024,4,12,December,31,1
20250905,2025-09-05 14:41:51,2025,3,9,September,5,4
20240906,2024-09-06 18:11:06,2024,3,9,September,6,4
20241126,2024-11-26 19:33:05,2024,4,11,November,26,1
20250605,2025-06-05 04:34:34,2025,2,6,June,5,3
20240606,2024-06-06 04:39:50,2024,2,6,June,6,3
20241120,2024-11-20 13:32:47,2024,4,11,November,20,2
20241222,2024-12-22 02:10:09,2024,4,12,December,22,6
20250416,2025-04-16 09:56:03,2025,2,4,April,16,2
20250311,2025-03-11 21:06:34,2025,1,3,March,11,1
20240704,2024-07-04 11:51:09,2024,3,7,July,4,3
20240806,2024-08-06 05:42:46,2024,3,8,August,6,1
20240101,2024-01-01 12:54:18,2024,1,1,January,1,0
20240901,2024-09-01 02:45:46,2024,3,9,September,1,6
20250127,2025-01-27 19:37:27,2025,1,1,January,27,0
20250407,2025-04-07 19:51:16,2025,2,4,April,7,0
20240328,2024-03-28 11:55:24,2024,1,3,March,28,3
20250519,2025-05-19 11:46:01,2025,2,5,May,19,0
20241110,2024-11-10 22:20:47,2024,4,11,November,10,6
20241112,2024-11-12 04:26:04,2024,4,11,November,12,1
20240410,2024-04-10 20:56:37,2024,2,4,April,10,2
20240826,2024-08-26 15:23:50,2024,3,8,August,26,0
20240401,2024-04-01 12:25:13,2024,2,4,April,1,0
20250216,2025-02-16 11:52:57,2025,1,2,February,16,6
20240407,2024-04-07 15:06:37,2024,2,4,April,7,6
20240530,2024-05-30 03:21:47,2024,2,5,May,30,3
20250301,2025-03-01 13:14:31,2025,1,3,March,1,5
20250702,2025-07-02 08:17:52,2025,3,7,July,2,2
20250616,2025-06-16 18:24:00,2025,2,6,June,16,0
20240611,2024-06-11 00:55:07,2024,2,6,June,11,1
20240109,2024-01-09 07:11:19,2024,1,1,January,9,1
20250615,2025-06-15 13:59:50,2025,2,6,June,15,6
20250409,2025-04-09 11:50:28,2025,2,4,April,9,2
20240322,2024-03-22 00:15:12,2024,1,3,March,22,4
20250106,2025-01-06 17:04:23,2025,1,1,January,6,0
20250201,2025-02-01 20:40:52,2025,1,2,February,1,5
20250121,2025-01-21 16:52:44,2025,1,1,January,21,1
20240820,2024-08-20 06:49:31,2024,3,8,August,20,1
20240517,2024-05-17 21:51:56,2024,2,5,May,17,4
20250821,2025-08-21 19:43:01,2025,3,8,August,21,3
20240702,2024-07-02 21:34:13,2024,3,7,July,2,1
20240621,2024-06-21 07:51:55,2024,2,6,June,21,4
20250727,2025-07-27 09:19:27,2025,3,7,July,27,6
20240324,2024-03-24 15:03:18,2024,1,3,March,24,6
20250416,2025-04-16 06:00:03,2025,2,4,April,16,2
20241226,2024-12-26 08:12:36,2024,4,12,December,26,3
20241201,2024-12-01 11:47:16,2024,4,12,December,1,6
20240515,2024-05-15 09:39:25,2024,2,5,May,15,2
20250226,2025-02-26 12:47:01,2025,1,2,February,26,2
20241103,2024-11-03 08:45:49,2024,4,11,November,3,6
20250513,2025-05-13 15:29:44,2025,2,5,May,13,1
20240620,2024-06-20 08:40:04,2024,2,6,June,20,3
20250910,2025-09-10 19:28:28,2025,3,9,September,10,2
20240520,2024-05-20 01:53:58,2024,2,5,May,20,0
20250208,2025-02-08 07:37:19,2025,1,2,February,8,5
20250414,2025-04-14 03:16:26,2025,2,4,April,14,0
20250804,2025-08-04 18:02:35,2025,3,8,August,4,0
20250417,2025-04-17 12:48:37,2025,2,4,April,17,3
20250509,2025-05-09 23:21:20,2025,2,5,May,9,4
20250409,2025-04-09 05:22:15,2025,2,4,April,9,2
20240212,2024-02-12 02:56:11,2024,1,2,February,12,0
20241021,2024-10-21 22:18:58,2024,4,10,October,21,0
20240313,2024-03-13 12:26:40,2024,1,3,March,13,2
20250325,2025-03-25 09:14:08,2025,1,3,March,25,1
20240712,2024-07-12 22:38:19,2024,3,7,July,12,4
20241219,2024-12-19 19:47:15,2024,4,12,December,19,3
20240904,2024-09-04 14:17:45,2024,3,9,September,4,2
20250629,2025-06-29 20:57:30,2025,2,6,June,29,6
20241228,2024-12-28 21:53:37,2024,4,12,December,28,5
20240530,2024-05-30 13:37:30,2024,2,5,May,30,3
20250921,2025-09-21 03:11:24,2025,3,9,September,21,6
20250613,2025-06-13 21:34:39,2025,2,6,June,13,4
20240304,2024-03-04 14:38:17,2024,1,3,March,4,0
20240911,2024-09-11 14:07:24,2024,3,9,September,11,2
20240315,2024-03-15 20:24:05,2024,1,3,March,15,4
20250209,2025-02-09 13:48:12,2025,1,2,February,9,6
20240612,2024-06-12 17:11:10,2024,2,6,June,12,2
20240405,2024-04-05 20:46:13,2024,2,4,April,5,4
20250924,2025-09-24 12:11:25,2025,3,9,September,24,2
20241121,2024-11-21 23:59:34,2024,4,11,November,21,3
20240125,2024-01-25 06:00:54,2024,1,1,January,25,3
20250307,2025-03-07 19:53:03,2025,1,3,March,7,4
20250608,2025-06-08 07:32:55,2025,2,6,June,8,6
20250329,2025-03-29 07:16:06,2025,1,3,March,29,5
20250709,2025-07-09 06:06:19,2025,3,7,July,9,2
20250826,2025-08-26 11:05:49,2025,3,8,August,26,1
20250607,2025-06-07 17:34:36,2025,2,6,June,7,5
20250812,2025-08-12 13:10:08,2025,3,8,August,12,1
20250616,2025-06-16 06:15:18,2025,2,6,June,16,0
20250604,2025-06-04 20:07:41,2025,2,6,June,4,2
20250314,2025-03-14 22:45:51,2025,1,3,March,14,4
20250519,2025-05-19 08:22:29,2025,2,5,May,19,0
20250518,2025-05-18 22:01:21,2025,2,5,May,18,6
20250126,2025-01-26 20:36:54,2025,1,1,January,26,6
20240515,2024-05-15 07:49:41,2024,2,5,May,15,2
20250503,2025-05-03 21:26:57,2025,2,5,May,3,5
20241214,2024-12-14 06:44:16,2024,4,12,December,14,5
20250601,2025-06-01 13:36:48,2025,2,6,June,1,6
20250912,2025-09-12 11:34:27,2025,3,9,September,12,4
20240403,2024-04-03 06:06:39,2024,2,4,April,3,2
20250318,2025-03-18 08:39:15,2025,1,3,March,18,1
20240302,2024-03-02 17:55:13,2024,1,3,March,2,5
20250227,2025-02-27 23:43:22,2025,1,2,February,27,3
20250420,2025-04-20 11:51:59,2025,2,4,April,20,6
20250511,2025-05-11 03:49:23,2025,2,5,May,11,6
20240410,2024-04-10 21:13:20,2024,2,4,April,10,2
20250518,2025-05-18 02:56:07,2025,2,5,May,18,6
20250312,2025-03-12 10:37:22,2025,1,3,March,12,2
20250918,2025-09-18 17:05:46,2025,3,9,September,18,3
20240702,2024-07-02 20:39:04,2024,3,7,July,2,1
20240207,2024-02-07 11:10:07,2024,1,2,February,7,2
20240918,2024-09-18 19:52:19,2024,3,9,September,18,2
20250712,2025-07-12 20:41:02,2025,3,7,July,12,5
20250820,2025-08-20 11:06:47,2025,3,8,August,20,2
20250729,2025-07-29 01:46:45,2025,3,7,July,29,1
20240705,2024-07-05 04:14:43,2024,3,7,July,5,4
20250814,2025-08-14 06:04:16,2025,3,8,August,14,3
20250728,2025-07-28 23:00:52,2025,3,7,July,28,0
20250714,2025-07-14 07:08:01,2025,3,7,July,14,0
20241118,2024-11-18 12:44:05,2024,4,11,November,18,0
20241228,2024-12-28 05:24:55,2024,4,12,December,28,5
20250314,2025-03-14 10:18:19,2025,1,3,March,14,4
20250702,2025-07-02 04:45:18,2025,3,7,July,2,2
20240612,2024-06-12 05:27:09,2024,2,6,June,12,2
20240927,2024-09-27 18:22:10,2024,3,9,September,27,4
20240827,2024-08-27 12:08:33,2024,3,8,August,27,1
20240429,2024-04-29 15:01:23,2024,2,4,April,29,0
20241031,2024-10-31 11:02:12,2024,4,10,October,31,3
20240714,2024-07-14 02:01:16,2024,3,7,July,14,6
20250326,2025-03-26 15:55:13,2025,1,3,March,26,2
20240317,2024-03-17 01:36:25,2024,1,3,March,17,6
20240722,2024-07-22 04:23:13,2024,3,7,July,22,0
20240209,2024-02-09 19:36:19,2024,1,2,February,9,4
20250311,2025-03-11 02:07:53,2025,1,3,March,11,1
20240112,2024-01-12 12:43:21,2024,1,1,January,12,4
20250818,2025-08-18 13:56:58,2025,3,8,August,18,0
20240109,2024-01-09 21:06:57,2024,1,1,January,9,1
20250430,2025-04-30 16:56:52,2025,2,4,April,30,2
20250309,2025-03-09 16:49:00,2025,1,3,March,9,6
20241229,2024-12-29 16:20:50,2024,4,12,December,29,6
20250527,2025-05-27 22:49:48,2025,2,5,May,27,1
20241203,2024-12-03 02:39:43,2024,4,12,December,3,1
20240109,2024-01-09 04:13:18,2024,1,1,January,9,1
20250616,2025-06-16 00:22:29,2025,2,6,June,16,0
20240531,2024-05-31 19:39:18,2024,2,5,May,31,4
20240126,2024-01-26 04:14:34,2024,1,1,January,26,4
20240723,2024-07-23 04:17:27,2024,3,7,July,23,1
20241003,2024-10-03 09:04:49,2024,4,10,October,3,3
20241115,2024-11-15 10:13:26,2024,4,11,November,15,4
20240407,2024-04-07 17:18:22,2024,2,4,April,7,6
20240216,2024-02-16 19:59:46,2024,1,2,February,16,4
20240412,2024-04-12 10:27:35,2024,2,4,April,12,4
20241001,2024-10-01 12:01:24,2024,4,10,October,1,1
20240514,2024-05-14 21:12:03,2024,2,5,May,14,1
20241010,2024-10-10 23:06:01,2024,4,10,October,10,3
20250303,2025-03-03 07:46:09,2025,1,3,March,3,0
20240213,2024-02-13 02:58:13,2024,1,2,February,13,1
20241105,2024-11-05 06:58:50,2024,4,11,November,5,1
20240326,2024-03-26 12:16:55,2024,1,3,March,26,1
20250311,2025-03-11 17:38:24,2025,1,3,March,11,1
20250830,2025-08-30 13:40:28,2025,3,8,August,30,5
20241114,2024-11-14 04:45:24,2024,4,11,November,14,3
20250521,2025-05-21 05:59:44,2025,2,5,May,21,2
20250129,2025-01-29 08:47:55,2025,1,1,January,29,2
20241124,2024-11-24 16:23:26,2024,4,11,November,24,6
20240412,2024-04-12 00:53:55,2024,2,4,April,12,4
20250717,2025-07-17 23:56:29,2025,3,7,July,17,3
20241218,2024-12-18 03:41:49,2024,4,12,December,18,2
20240303,2024-03-03 01:57:31,2024,1,3,March,3,6
20240108,2024-01-08 10:34:26,2024,1,1,January,8,0
20240601,2024-06-01 16:06:43,2024,2,6,June,1,5
20240624,2024-06-24 19:39:35,2024,2,6,June,24,0
20250209,2025-02-09 15:46:17,2025,1,2,February,9,6
20240914,2024-09-14 23:30:32,2024,3,9,September,14,5
20240526,2024-05-26 23:09:01,2024,2,5,May,26,6
20250226,2025-02-26 01:59:19,2025,1,2,February,26,2
20240715,2024-07-15 08:20:10,2024,3,7,July,15,0
20240905,2024-09-05 19:53:47,2024,3,9,September,5,3
20250109,2025-01-09 20:46:07,2025,1,1,January,9,3
20240129,2024-01-29 04:59:53,2024,1,1,January,29,0
20241214,2024-12-14 02:57:08,2024,4,12,December,14,5
20250313,2025-03-13 01:21:15,2025,1,3,March,13,3
20250401,2025-04-01 23:31:03,2025,2,4,April,1,1
20250811,2025-08-11 12:23:24,2025,3,8,August,11,0
20250124,2025-01-24 16:23:56,2025,1,1,January,24,4
20240818,2024-08-18 01:07:20,2024,3,8,August,18,6
20250729,2025-07-29 04:01:25,2025,3,7,July,29,1
20241102,2024-11-02 09:11:06,2024,4,11,November,2,5
20240623,2024-06-23 22:23:34,2024,2,6,June,23,6
20250212,2025-02-12 23:50:55,2025,1,2,February,12,2
20250402,2025-04-02 02:53:52,2025,2,4,April,2,2
20240815,2024-08-15 01:10:46,2024,3,8,August,15,3
20240820,2024-08-20 19:26:17,2024,3,8,August,20,1
20240624,2024-06-24 04:13:08,2024,2,6,June,24,0
20241006,2024-10-06 10:50:50,2024,4,10,October,6,6
20240621,2024-06-21 11:53:12,2024,2,6,June,21,4
20241007,2024-10-07 21:31:19,2024,4,10,October,7,0
20250904,2025-09-04 10:31:03,2025,3,9,September,4,3
20250612,2025-06-12 17:48:29,2025,2,6,June,12,3
20250111,2025-01-11 01:49:35,2025,1,1,January,11,5
20241207,2024-12-07 20:11:21,2024,4,12,December,7,5
20240916,2024-09-16 01:39:46,2024,3,9,September,16,0
20240305,2024-03-05 19:02:19,2024,1,3,March,5,1
20241003,2024-10-03 04:28:32,2024,4,10,October,3,3
20241008,2024-10-08 17:35:48,2024,4,10,October,8,1
20250507,2025-05-07 20:59:19,2025,2,5,May,7,2
20250731,2025-07-31 08:37:51,2025,3,7,July,31,3
20250812,2025-08-12 23:48:08,2025,3,8,August,12,1
20250722,2025-07-22 02:43:33,2025,3,7,July,22,1
20250417,2025-04-17 22:36:12,2025,2,4,April,17,3
20250524,2025-05-24 11:25:14,2025,2,5,May,24,5
20240413,2024-04-13 15:20:56,2024,2,4,April,13,5
20250526,2025-05-26 18:22:21,2025,2,5,May,26,0
20250907,2025-09-07 19:04:46,2025,3,9,September,7,6
20250701,2025-07-01 11:45:29,2025,3,7,July,1,1
20250713,2025-07-13 03:49:23,2025,3,7,July,13,6
20250724,2025-07-24 14:18:28,2025,3,7,July,24,3
20240718,2024-07-18 04:52:11,2024,3,7,July,18,3
20240220,2024-02-20 08:51:52,2024,1,2,February,20,1
20250513,2025-05-13 15:55:02,2025,2,5,May,13,1
20240724,2024-07-24 15:22:53,2024,3,7,July,24,2
20240614,2024-06-14 00:46:55,2024,2,6,June,14,4
20240902,2024-09-02 07:00:12,2024,3,9,September,2,0
20240419,2024-04-19 06:58:35,2024,2,4,April,19,4
20241209,2024-12-09 17:42:55,2024,4,12,December,9,0
20240426,2024-04-26 13:38:45,2024,2,4,April,26,4
20240524,2024-05-24 06:59:29,2024,2,5,May,24,4
20240507,2024-05-07 11:39:47,2024,2,5,May,7,1
20250820,2025-08-20 08:23:27,2025,3,8,August,20,2
20250103,2025-01-03 01:52:42,2025,1,1,January,3,4
20241001,2024-10-01 06:17:37,2024,4,10,October,1,1
20240113,2024-01-13 14:01:52,2024,1,1,January,13,5
20240303,2024-03-03 07:42:28,2024,1,3,March,3,6
20240502,2024-05-02 06:59:36,2024,2,5,May,2,3
20240807,2024-08-07 10:00:28,2024,3,8,August,7,2
20250218,2025-02-18 14:29:59,2025,1,2,February,18,1
20240728,2024-07-28 14:19:13,2024,3,7,July,28,6
20250529,2025-05-29 11:06:14,2025,2,5,May,29,3
20250805,2025-08-05 09:02:50,2025,3,8,August,5,1
20241003,2024-10-03 14:53:11,2024,4,10,October,3,3
20250513,2025-05-13 05:04:58,2025,2,5,May,13,1
20250226,2025-02-26 15:53:56,2025,1,2,February,26,2
20240105,2024-01-05 16:43:34,2024,1,1,January,5,4
20240704,2024-07-04 11:22:04,2024,3,7,July,4,3
20241219,2024-12-19 16:21:28,2024,4,12,December,19,3
20250703,2025-07-03 09:40:50,2025,3,7,July,3,3
20241201,2024-12-01 04:04:37,2024,4,12,December,1,6
20250925,2025-09-25 09:48:56,2025,3,9,September,25,3
20250203,2025-02-03 09:51:04,2025,1,2,February,3,0
20250220,2025-02-20 16:10:37,2025,1,2,February,20,3
20240805,2024-08-05 06:06:02,2024,3,8,August,5,0
20240629,2024-06-29 11:14:37,2024,2,6,June,29,5
20240525,2024-05-25 21:46:53,2024,2,5,May,25,5
20240818,2024-08-18 09:29:02,2024,3,8,August,18,6
20240226,2024-02-26 05:01:48,2024,1,2,February,26,0
20240924,2024-09-24 10:22:45,2024,3,9,September,24,1
20250614,2025-06-14 10:12:00,2025,2,6,June,14,5
20250620,2025-06-20 23:01:41,2025,2,6,June,20,4
20250106,2025-01-06 15:13:19,2025,1,1,January,6,0
20250525,2025-05-25 15:48:57,2025,2,5,May,25,6
20240804,2024-08-04 18:10:16,2024,3,8,August,4,6
20250928,2025-09-28 02:41:34,2025,3,9,September,28,6
20240507,2024-05-07 15:57:42,2024,2,5,May,7,1
20241021,2024-10-21 14:39:41,2024,4,10,October,21,0
20250925,2025-09-25 05:53:35,2025,3,9,September,25,3
20250808,2025-08-08 22:37:18,2025,3,8,August,8,4
20241103,2024-11-03 19:35:48,2024,4,11,November,3,6
20240806,2024-08-06 14:39:17,2024,3,8,August,6,1
20240427,2024-04-27 00:06:57,2024,2,4,April,27,5
20241121,2024-11-21 13:32:32,2024,4,11,November,21,3
20240125,2024-01-25 12:10:52,2024,1,1,January,25,3
20241102,2024-11-02 01:55:07,2024,4,11,November,2,5
20250717,2025-07-17 18:23:54,2025,3,7,July,17,3
20250429,2025-04-29 01:15:12,2025,2,4,April,29,1
20250114,2025-01-14 18:00:42,2025,1,1,January,14,1
20250416,2025-04-16 13:15:22,2025,2,4,April,16,2
20240711,2024-07-11 08:28:46,2024,3,7,July,11,3
20240722,2024-07-22 11:12:18,2024,3,7,July,22,0
20241101,2024-11-01 15:27:07,2024,4,11,November,1,4
20240707,2024-07-07 06:17:50,2024,3,7,July,7,6
20241014,2024-10-14 18:35:09,2024,4,10,October,14,0
20250202,2025-02-02 02:23:55,2025,1,2,February,2,6
20250322,2025-03-22 04:48:25,2025,1,3,March,22,5
20240113,2024-01-13 17:12:40,2024,1,1,January,13,5
20240629,2024-06-29 22:48:39,2024,2,6,June,29,5
20240911,2024-09-11 01:30:58,2024,3,9,September,11,2
20240204,2024-02-04 04:22:06,2024,1,2,February,4,6
20250804,2025-08-04 08:49:22,2025,3,8,August,4,0
20240918,2024-09-18 05:50:20,2024,3,9,September,18,2
20250828,2025-08-28 13:02:46,2025,3,8,August,28,3
20241013,2024-10-13 10:39:49,2024,4,10,October,13,6
20240925,2024-09-25 07:40:28,2024,3,9,September,25,2
20240229,2024-02-29 06:13:37,2024,1,2,February,29,3
20240312,2024-03-12 18:48:41,2024,1,3,March,12,1
20240913,2024-09-13 16:02:59,2024,3,9,September,13,4
20250805,2025-08-05 15:31:04,2025,3,8,August,5,1
20240723,2024-07-23 22:04:58,2024,3,7,July,23,1
20250329,2025-03-29 20:04:37,2025,1,3,March,29,5
20241120,2024-11-20 06:30:59,2024,4,11,November,20,2
20241203,2024-12-03 02:25:01,2024,4,12,December,3,1
20250810,2025-08-10 02:39:59,2025,3,8,August,10,6
20241013,2024-10-13 07:30:00,2024,4,10,October,13,6
20250107,2025-01-07 17:31:44,2025,1,1,January,7,1
20240602,2024-06-02 08:38:24,2024,2,6,June,2,6
20250818,2025-08-18 09:18:15,2025,3,8,August,18,0
20240928,2024-09-28 14:54:06,2024,3,9,September,28,5
20250522,2025-05-22 06:32:56,2025,2,5,May,22,3
20240724,2024-07-24 10:08:06,2024,3,7,July,24,2
20241223,2024-12-23 01:09:17,2024,4,12,December,23,0
20240507,2024-05-07 15:20:32,2024,2,5,May,7,1
20240727,2024-07-27 16:17:23,2024,3,7,July,27,5
20240110,2024-01-10 19:22:17,2024,1,1,January,10,2
20241016,2024-10-16 17:17:54,2024,4,10,October,16,2
20250308,2025-03-08 04:33:27,2025,1,3,March,8,5
20241122,2024-11-22 00:45:11,2024,4,11,November,22,4
20240814,2024-08-14 22:32:14,2024,3,8,August,14,2
20250703,2025-07-03 14:34:22,2025,3,7,July,3,3
20250902,2025-09-02 19:47:44,2025,3,9,September,2,1
20240817,2024-08-17 17:18:20,2024,3,8,August,17,5
20250131,2025-01-31 00:38:10,2025,1,1,January,31,4
20240216,2024-02-16 03:58:10,2024,1,2,February,16,4
20250616,2025-06-16 03:58:35,2025,2,6,June,16,0
20240730,2024-07-30 17:24:03,2024,3,7,July,30,1
20240119,2024-01-19 03:49:33,2024,1,1,January,19,4
20250207,2025-02-07 00:59:42,2025,1,2,February,7,4
20240203,2024-02-03 06:26:09,2024,1,2,February,3,5
20250614,2025-06-14 12:30:46,2025,2,6,June,14,5
20240315,2024-03-15 04:00:03,2024,1,3,March,15,4
20240611,2024-06-11 02:46:06,2024,2,6,June,11,1
20250113,2025-01-13 21:57:14,2025,1,1,January,13,0
20250321,2025-03-21 03:35:20,2025,1,3,March,21,4
20250610,2025-06-10 07:22:39,2025,2,6,June,10,1
20250202,2025-02-02 04:52:05,2025,1,2,February,2,6
20241218,2024-12-18 19:39:06,2024,4,12,December,18,2
20240207,2024-02-07 03:12:46,2024,1,2,February,7,2
20240602,2024-06-02 08:22:41,2024,2,6,June,2,6
20240930,2024-09-30 13:14:39,2024,3,9,September,30,0
20240727,2024-07-27 01:32:12,2024,3,7,July,27,5
20250310,2025-03-10 21:00:56,2025,1,3,March,10,0
20250604,2025-06-04 03:41:15,2025,2,6,June,4,2
20240727,2024-07-27 23:50:48,2024,3,7,July,27,5
20250609,2025-06-09 01:11:10,2025,2,6,June,9,0
20241008,2024-10-08 18:59:31,2024,4,10,October,8,1
20240923,2024-09-23 06:49:20,2024,3,9,September,23,0
20241227,2024-12-27 19:46:29,2024,4,12,December,27,4
20240926,2024-09-26 15:23:46,2024,3,9,September,26,3
20240506,2024-05-06 10:16:29,2024,2,5,May,6,0
20250314,2025-03-14 18:35:03,2025,1,3,March,14,4
20241206,2024-12-06 01:30:18,2024,4,12,December,6,4
20250204,2025-02-04 06:22:39,2025,1,2,February,4,1
20240831,2024-08-31 10:09:52,2024,3,8,August,31,5
20240817,2024-08-17 20:54:41,2024,3,8,August,17,5
20250114,2025-01-14 23:17:32,2025,1,1,January,14,1
20240707,2024-07-07 22:21:20,2024,3,7,July,7,6
20240531,2024-05-31 19:52:05,2024,2,5,May,31,4
20250316,2025-03-16 15:09:45,2025,1,3,March,16,6
20250628,2025-06-28 11:41:41,2025,2,6,June,28,5
20240806,2024-08-06 21:17:35,2024,3,8,August,6,1
20250409,2025-04-09 13:10:29,2025,2,4,April,9,2
20240501,2024-05-01 14:26:45,2024,2,5,May,1,2
20240406,2024-04-06 03:32:58,2024,2,4,April,6,5
20250720,2025-07-20 02:32:29,2025,3,7,July,20,6
20250710,2025-07-10 22:35:19,2025,3,7,July,10,3
20240520,2024-05-20 13:47:10,2024,2,5,May,20,0
20240911,2024-09-11 14:01:04,2024,3,9,September,11,2
20241101,2024-11-01 14:06:55,2024,4,11,November,1,4
20240804,2024-08-04 18:21:08,2024,3,8,August,4,6
20240403,2024-04-03 03:39:37,2024,2,4,April,3,2
20241110,2024-11-10 05:43:03,2024,4,11,November,10,6
20250307,2025-03-07 07:32:25,2025,1,3,March,7,4
20240122,2024-01-22 21:41:16,2024,1,1,January,22,0
20240305,2024-03-05 17:59:52,2024,1,3,March,5,1
20241103,2024-11-03 22:53:51,2024,4,11,November,3,6
20250530,2025-05-30 07:17:47,2025,2,5,May,30,4
20240716,2024-07-16 16:46:13,2024,3,7,July,16,1
20241226,2024-12-26 09:40:22,2024,4,12,December,26,3
20240916,2024-09-16 23:08:17,2024,3,9,September,16,0
20250512,2025-05-12 11:10:47,2025,2,5,May,12,0
20250202,2025-02-02 09:50:42,2025,1,2,February,2,6
20241218,2024-12-18 20:40:10,2024,4,12,December,18,2
20240410,2024-04-10 20:33:27,2024,2,4,April,10,2
20240727,2024-07-27 06:27:51,2024,3,7,July,27,5
20250716,2025-07-16 15:13:06,2025,3,7,July,16,2
20250205,2025-02-05 19:58:09,2025,1,2,February,5,2
20240422,2024-04-22 10:58:57,2024,2,4,April,22,0
20240914,2024-09-14 22:26:40,2024,3,9,September,14,5
20250612,2025-06-12 06:52:08,2025,2,6,June,12,3
20240530,2024-05-30 12:55:45,2024,2,5,May,30,3
20250806,2025-08-06 10:12:40,2025,3,8,August,6,2
20240728,2024-07-28 01:04:12,2024,3,7,July,28,6
20250915,2025-09-15 19:51:26,2025,3,9,September,15,0
20240115,2024-01-15 07:18:01,2024,1,1,January,15,0
20250609,2025-06-09 20:11:39,2025,2,6,June,9,0
20250908,2025-09-08 03:02:13,2025,3,9,September,8,0
20250616,2025-06-16 18:53:16,2025,2,6,June,16,0
20250216,2025-02-16 09:19:09,2025,1,2,February,16,6
20240120,2024-01-20 07:26:14,2024,1,1,January,20,5
20250921,2025-09-21 07:24:06,2025,3,9,September,21,6
20241201,2024-12-01 03:31:37,2024,4,12,December,1,6
20250507,2025-05-07 10:50:33,2025,2,5,May,7,2
20240705,2024-07-05 05:59:53,2024,3,7,July,5,4
20250601,2025-06-01 11:47:55,2025,2,6,June,1,6
20250324,2025-03-24 04:30:08,2025,1,3,March,24,0
20240518,2024-05-18 08:52:11,2024,2,5,May,18,5
20250324,2025-03-24 13:45:32,2025,1,3,March,24,0
20241111,2024-11-11 21:08:52,2024,4,11,November,11,0
20240401,2024-04-01 04:52:18,2024,2,4,April,1,0
20250106,2025-01-06 16:30:57,2025,1,1,January,6,0
20250117,2025-01-17 22:04:00,2025,1,1,January,17,4
20241128,2024-11-28 23:41:38,2024,4,11,November,28,3
20240211,2024-02-11 00:20:03,2024,1,2,February,11,6
20250313,2025-03-13 07:39:02,2025,1,3,March,13,3
20250310,2025-03-10 11:04:15,2025,1,3,March,10,0
20250529,2025-05-29 17:46:36,2025,2,5,May,29,3
20240517,2024-05-17 05:08:19,2024,2,5,May,17,4
20241006,2024-10-06 03:17:56,2024,4,10,October,6,6
20241023,2024-10-23 08:04:23,2024,4,10,October,23,2
20250523,2025-05-23 21:29:44,2025,2,5,May,23,4
20250807,2025-08-07 22:15:00,2025,3,8,August,7,3
20250809,2025-08-09 00:17:49,2025,3,8,August,9,5
20240928,2024-09-28 00:03:28,2024,3,9,September,28,5
20241229,2024-12-29 09:59:00,2024,4,12,December,29,6
20240912,2024-09-12 16:43:01,2024,3,9,September,12,3
20241101,2024-11-01 13:15:26,2024,4,11,November,1,4
20250129,2025-01-29 20:38:17,2025,1,1,January,29,2
20250417,2025-04-17 08:56:03,2025,2,4,April,17,3
20240625,2024-06-25 17:44:38,2024,2,6,June,25,1
20250120,2025-01-20 17:45:10,2025,1,1,January,20,0
20240308,2024-03-08 14:57:41,2024,1,3,March,8,4
20250331,2025-03-31 02:57:04,2025,1,3,March,31,0
20250406,2025-04-06 02:37:46,2025,2,4,April,6,6
20240617,2024-06-17 23:10:26,2024,2,6,June,17,0
20240322,2024-03-22 08:14:14,2024,1,3,March,22,4
20250811,2025-08-11 21:56:44,2025,3,8,August,11,0
20241017,2024-10-17 19:57:58,2024,4,10,October,17,3
20240220,2024-02-20 04:29:38,2024,1,2,February,20,1
20240903,2024-09-03 00:14:51,2024,3,9,September,3,1
20240711,2024-07-11 15:11:32,2024,3,7,July,11,3
20250422,2025-04-22 02:16:20,2025,2,4,April,22,1
